price,area,floor_number,bedroom_number,is_dinning_room,is_kitchen,is_terrace,is_car_pack,type,street_in_front_of_house,width,city,district
2.3561258599220753,3.8712010109078907,1.9459101490553132,1.6094379124341003,0,0,0,0,0,1.9459101490553132,,0,1
1.4816045409242156,4.330733340286331,1.6094379124341003,1.6094379124341003,1,1,1,1,1,1.252762968495368,,1,0
1.8794650496471605,4.02535169073515,1.791759469228055,1.6094379124341003,0,0,0,0,0,2.772588722239781,1.7047480922384253,1,0
1.2947271675944,3.58351893845611,1.6094379124341003,1.6094379124341003,1,1,1,1,0,1.3862943611198906,1.6094379124341003,1,1
1.4350845252893227,4.1588830833596715,1.3862943611198906,1.3862943611198906,1,1,1,0,1,2.3978952727983707,1.7047480922384253,0,1
1.4701758451005928,4.356708826689592,1.3862943611198906,1.6094379124341003,1,1,1,0,1,2.3978952727983707,1.7047480922384253,0,1
1.085189268335969,3.6109179126442243,1.3862943611198906,1.3862943611198906,1,1,1,1,0,1.9459101490553132,1.6094379124341003,0,0
1.8718021769015913,4.394449154672439,,,0,0,0,0,1,2.5649493574615367,,0,1
2.151762203259462,4.836281906951478,0.6931471805599453,1.0986122886681096,0,0,0,0,1,2.1972245773362196,,0,0
1.6863989535702286,4.174387269895637,1.6094379124341003,1.791759469228055,1,1,1,1,0,1.9459101490553132,1.6094379124341003,0,1
1.6467336971777973,3.6109179126442243,1.791759469228055,1.3862943611198906,1,0,1,1,0,1.3862943611198906,1.6094379124341003,1,1
1.7227665977411035,4.007333185232471,1.3862943611198906,1.3862943611198906,1,1,1,0,0,1.6094379124341003,1.6094379124341003,0,1
2.424802725718295,4.007333185232471,1.6094379124341003,1.6094379124341003,1,1,1,1,0,1.6094379124341003,1.6094379124341003,0,1
1.6074359097634274,4.189654742026425,1.6094379124341003,1.3862943611198906,0,0,0,0,0,1.6094379124341003,1.8718021769015913,0,0
1.4350845252893227,3.4339872044851463,1.791759469228055,1.6094379124341003,1,1,1,1,1,1.3862943611198906,,1,1
1.0818051703517284,3.713572066704308,1.3862943611198906,1.6094379124341003,0,0,0,0,1,1.0986122886681096,1.791759469228055,1,0
1.1085626195212777,3.713572066704308,1.3862943611198906,1.791759469228055,1,1,1,1,0,1.9459101490553132,1.6094379124341003,0,0
2.1633230256605382,4.663439094112067,0.6931471805599453,1.3862943611198906,0,0,0,0,0,1.9459101490553132,1.6094379124341003,0,1
2.0541237336955462,3.7376696182833684,1.791759469228055,1.3862943611198906,0,0,0,0,0,2.1972245773362196,,1,1
1.4586150226995167,3.4657359027997265,,,0,0,0,0,0,1.9459101490553132,,1,0
1.3987168811184478,3.044522437723423,1.3862943611198906,1.0986122886681096,0,0,0,0,0,1.3862943611198906,1.6094379124341003,0,1
1.11514159061932,4.605170185988092,1.0986122886681096,1.6094379124341003,1,1,1,1,1,2.772588722239781,1.8718021769015913,0,0
2.272125885509337,3.8918202981106265,1.791759469228055,1.791759469228055,1,1,1,1,1,2.772588722239781,,1,1
2.0412203288596382,3.713572066704308,1.9459101490553132,1.3862943611198906,1,1,1,1,0,1.6094379124341003,1.5040773967762742,1,1
